item_url,acquisition,datetime,quadkey,gsd,off_nadir,sun_elevation,clouds_pct,epsg,platform,bbox_w,bbox_s,bbox_e,bbox_n,visual_href,ms_href,pan_href,date,phase
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2024-12-14/10400100A0AEFE00.json,10400100A0AEFE00,2024-12-14 18:39:29+00:00,031311100221,0.32,10.1,30.1,0,32611,WV03,-118.65165633,34.37383812247715,-118.62970131611394,34.38301736,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2024-12-14/10400100A0AEFE00-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2024-12-14/10400100A0AEFE00-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2024-12-14/10400100A0AEFE00-pan.tif,2024-12-14,pre
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2025-01-09/104001009F2ED400.json,104001009F2ED400,2025-01-09 18:56:06+00:00,031311100221,0.39,28.6,31.7,0,32611,WV03,-118.65165633,34.37383812247715,-118.62970131611394,34.38301736,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2025-01-09/104001009F2ED400-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2025-01-09/104001009F2ED400-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2025-01-09/104001009F2ED400-pan.tif,2025-01-09,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2025-01-09/10400100A069A700.json,10400100A069A700,2025-01-09 18:56:25+00:00,031311100221,0.37,26.0,31.7,0,32611,WV03,-118.65165633,34.373838675892415,-118.62970131611394,34.38301736,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2025-01-09/10400100A069A700-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2025-01-09/10400100A069A700-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2025-01-09/10400100A069A700-pan.tif,2025-01-09,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2025-01-13/103001010B9A1B00.json,103001010B9A1B00,2025-01-13 19:06:52+00:00,031311100221,0.76,39.1,32.9,0,32611,WV02,-118.65165633,34.37383812247715,-118.62970131611394,34.38301736,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2025-01-13/103001010B9A1B00-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2025-01-13/103001010B9A1B00-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100221/2025-01-13/103001010B9A1B00-pan.tif,2025-01-13,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2024-12-14/10400100A0AEFE00.json,10400100A0AEFE00,2024-12-14 18:39:30+00:00,031311100223,0.32,10.0,30.1,0,32611,WV03,-118.65152045740919,34.328765955841796,-118.62882906310628,34.37695016732339,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2024-12-14/10400100A0AEFE00-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2024-12-14/10400100A0AEFE00-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2024-12-14/10400100A0AEFE00-pan.tif,2024-12-14,pre
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-09/10400100A069A700.json,10400100A069A700,2025-01-09 18:56:26+00:00,031311100223,0.37,26.1,31.8,0,32611,WV03,-118.65152046975493,34.32876636958778,-118.62882906310628,34.37695016732339,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-09/10400100A069A700-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-09/10400100A069A700-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-09/10400100A069A700-pan.tif,2025-01-09,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-10/1050010040277400.json,1050010040277400,2025-01-10 18:35:41+00:00,031311100223,0.44,16.7,30.3,0,32611,GE01,-118.65152048045374,34.32876724593897,-118.63686813415269,34.37685222916923,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-10/1050010040277400-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-10/1050010040277400-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-10/1050010040277400-pan.tif,2025-01-10,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-13/103001010B9A1B00.json,103001010B9A1B00,2025-01-13 19:06:52+00:00,031311100223,0.76,39.1,32.9,0,32611,WV02,-118.65152045740919,34.328765955841796,-118.62882906310628,34.37695016732339,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-13/103001010B9A1B00-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-13/103001010B9A1B00-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-13/103001010B9A1B00-pan.tif,2025-01-13,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-16/103001010C12B000.json,103001010C12B000,2025-01-16 18:57:59+00:00,031311100223,0.6,29.1,32.9,0,32611,WV02,-118.6486986975707,34.328824170887714,-118.62882906310628,34.37695016732339,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-16/103001010C12B000-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-16/103001010C12B000-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100223/2025-01-16/103001010C12B000-pan.tif,2025-01-16,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2024-12-14/10400100A1989500.json,10400100A1989500,2024-12-14 18:39:16+00:00,031311100230,0.34,16.9,30.1,0,32611,WV03,-118.63325800116344,34.37408777151795,-118.57533971987351,34.38227585687986,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2024-12-14/10400100A1989500-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2024-12-14/10400100A1989500-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2024-12-14/10400100A1989500-pan.tif,2024-12-14,pre
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-09/104001009F2ED400.json,104001009F2ED400,2025-01-09 18:56:06+00:00,031311100230,0.39,28.9,31.7,0,32611,WV03,-118.63325800116344,34.37408777151795,-118.57533971987351,34.38227585687986,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-09/104001009F2ED400-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-09/104001009F2ED400-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-09/104001009F2ED400-pan.tif,2025-01-09,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-09/10400100A069A700.json,10400100A069A700,2025-01-09 18:56:25+00:00,031311100230,0.38,26.3,31.7,0,32611,WV03,-118.63325800116344,34.37408777151795,-118.57533971987351,34.38227585687986,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-09/10400100A069A700-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-09/10400100A069A700-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-09/10400100A069A700-pan.tif,2025-01-09,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-13/103001010B9A1B00.json,103001010B9A1B00,2025-01-13 19:06:52+00:00,031311100230,0.76,39.2,32.9,0,32611,WV02,-118.63325800116344,34.37408777151795,-118.57533971987351,34.38227585687986,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-13/103001010B9A1B00-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-13/103001010B9A1B00-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-13/103001010B9A1B00-pan.tif,2025-01-13,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-14/10400100A1AFE700.json,10400100A1AFE700,2025-01-14 18:37:53+00:00,031311100230,0.38,26.8,31.1,0,32611,WV03,-118.62932508548732,34.374141730964176,-118.57533971987351,34.38211734958982,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-14/10400100A1AFE700-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-14/10400100A1AFE700-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-14/10400100A1AFE700-pan.tif,2025-01-14,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-16/103001010C12B000.json,103001010C12B000,2025-01-16 18:57:59+00:00,031311100230,0.6,29.2,32.9,0,32611,WV02,-118.63325791467648,34.37408777151795,-118.57533971987351,34.3822758533942,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-16/103001010C12B000-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-16/103001010C12B000-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100230/2025-01-16/103001010C12B000-pan.tif,2025-01-16,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2024-12-14/10400100A1989500.json,10400100A1989500,2024-12-14 18:39:16+00:00,031311100231,0.33,16.6,30.1,2,32611,WV03,-118.57883660947418,34.37480125268324,-118.5209762484689,34.380082525512734,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2024-12-14/10400100A1989500-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2024-12-14/10400100A1989500-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2024-12-14/10400100A1989500-pan.tif,2024-12-14,pre
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-09/10400100A069A700.json,10400100A069A700,2025-01-09 18:56:25+00:00,031311100231,0.38,26.6,31.7,0,32611,WV03,-118.57883660947418,34.37480125268324,-118.5209762484689,34.380082525512734,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-09/10400100A069A700-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-09/10400100A069A700-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-09/10400100A069A700-pan.tif,2025-01-09,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-13/103001010B9A1B00.json,103001010B9A1B00,2025-01-13 19:06:52+00:00,031311100231,0.77,39.4,32.9,0,32611,WV02,-118.57883660947418,34.37480125268324,-118.5209762484689,34.380082525512734,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-13/103001010B9A1B00-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-13/103001010B9A1B00-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-13/103001010B9A1B00-pan.tif,2025-01-13,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-14/10400100A1AFE700.json,10400100A1AFE700,2025-01-14 18:37:53+00:00,031311100231,0.38,26.7,31.1,0,32611,WV03,-118.57883656625968,34.37480125268324,-118.5209762484689,34.38008252377107,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-14/10400100A1AFE700-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-14/10400100A1AFE700-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-14/10400100A1AFE700-pan.tif,2025-01-14,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-16/103001010C12B000.json,103001010C12B000,2025-01-16 18:57:59+00:00,031311100231,0.6,29.5,32.9,0,32611,WV02,-118.57883656624617,34.37480125268324,-118.5209762484689,34.380082523770525,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-16/103001010C12B000-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-16/103001010C12B000-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-16/103001010C12B000-pan.tif,2025-01-16,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-20/10400100A2561F00.json,10400100A2561F00,2025-01-20 18:32:22+00:00,031311100231,0.39,29.1,31.6,0,32611,WV03,-118.5788365833642,34.37480125268324,-118.5209762484689,34.380082524460434,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-20/10400100A2561F00-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-20/10400100A2561F00-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100231/2025-01-20/10400100A2561F00-pan.tif,2025-01-20,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2024-12-14/10400100A1989500.json,10400100A1989500,2024-12-14 18:39:16+00:00,031311100232,0.34,17.6,30.1,1,32611,WV03,-118.63315354598214,34.329014120806015,-118.57449653260635,34.37766221487677,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2024-12-14/10400100A1989500-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2024-12-14/10400100A1989500-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2024-12-14/10400100A1989500-pan.tif,2024-12-14,pre
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2025-01-09/10400100A069A700.json,10400100A069A700,2025-01-09 18:56:26+00:00,031311100232,0.38,26.4,31.8,0,32611,WV03,-118.63315354598214,34.329014120806015,-118.57449653260635,34.37766221487677,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2025-01-09/10400100A069A700-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2025-01-09/10400100A069A700-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2025-01-09/10400100A069A700-pan.tif,2025-01-09,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2025-01-13/103001010B9A1B00.json,103001010B9A1B00,2025-01-13 19:06:53+00:00,031311100232,0.76,39.3,32.9,0,32611,WV02,-118.63315354598214,34.329014120806015,-118.57449653260635,34.37766221487677,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2025-01-13/103001010B9A1B00-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2025-01-13/103001010B9A1B00-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2025-01-13/103001010B9A1B00-pan.tif,2025-01-13,post
https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2025-01-14/10400100A1AFE700.json,10400100A1AFE700,2025-01-14 18:37:53+00:00,031311100232,0.37,26.3,31.1,0,32611,WV03,-118.62924492097275,34.32906375571343,-118.57449653260635,34.37766221487677,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2025-01-14/10400100A1AFE700-visual.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2025-01-14/10400100A1AFE700-ms.tif,https://maxar-opendata.s3.amazonaws.com/events/WildFires-LosAngeles-Jan-2025/ard/11/031311100232/2025-01-14/10400100A1AFE700-pan.tif,2025-01-14,post
